"ID","count.0","count.12111","count.12112","count.12113","count.12311","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,82300,23007,2113,28,1170,0,0,0,0,0,0,0,0,0,0,0,0,"PL81"
2,42705024,5053149,527134,6355,1154171,386907,41579,431,94437,4541,118,827,73947,1666,90341,21036,143,"PL82"
