"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.11211","count.11212","count.11213","NUTS_ID"
1,57543309,2022330,198278,3149,8239,2071,13,68398,4221,112,2231169,253674,3082,10969,2033,15,97836,10203,177,0,0,0,"BG32"
2,13671641,1462614,119235,2440,18586,3048,32,28510,1866,49,89903,14735,97,4898,2701,7,132,0,1,33121,1529,72,"BG33"
3,395490,0,0,0,0,0,0,0,0,0,66975,11189,112,0,0,0,1434,816,6,0,0,0,"RO22"
4,18981602,0,0,0,0,0,0,0,0,0,1112208,369797,2401,457,12956,3,85679,12641,148,0,0,0,"RO31"
5,953127,0,0,0,0,0,0,0,0,0,55642,19910,168,0,0,0,1930,808,6,0,0,0,"RO32"
