"ID","count.0","count.255","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11211","count.11212","count.11213","count.11221","count.11222","count.11223","count.11911","count.11912","count.11913","count.11921","count.11922","count.11923","count.12111","count.12112","count.12113","count.12121","count.12122","count.12211","count.12212","count.12213","count.12221","count.12222","count.12911","count.12912","count.12913","count.19911","count.19912","count.19913","count.19991","count.19992","count.19993","count.91111","count.91112","count.91113","count.91211","count.91212","count.91911","count.91912","count.91913","count.91991","count.91992","count.92111","count.92112","count.92113","count.92211","count.92212","count.92213","count.92911","count.92912","count.92913","count.99111","count.99112","count.99911","count.99912","count.99913","NUTS_ID"
1,45118111,134,571290,62670,814,603154,18319,1068,291202,27290,392,439367,9556,826,8771,2424,13,11705,226,21,752149,81163,1203,304,29,63399,8680,109,426,235,50246,9928,101,4283,464,1,1163,1,2,6332,2333,9,499,221,796,301,2,138,40,50071,8110,85,600,144,3,33734,7226,67,15,3,657,93,4,"FRL0"
