"ID","count.0","count.11111","count.11112","count.11113","count.11911","count.11912","count.11913","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12911","count.12912","count.12913","count.31111","count.31112","count.31311","count.31312","count.12311","count.12312","count.12313","count.31113","count.31211","count.31212","count.31213","count.31313","count.31911","count.31912","count.31913","NUTS_ID"
1,82298,2688,3237,7,2916,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FRB0"
2,54631653,2676272,1441788,5403,84082,21249,115,127855,69650,225,206087,172627,661,236080,80677,273,3306,792,1,44007,12643,77,575,109,130,172,0,0,0,0,0,0,0,0,0,0,0,"FRE2"
3,20314753,870240,307443,1159,204282,29994,145,50969,21801,103,1983,1078,1,299600,96715,433,2937,1624,11,70325,17137,106,0,0,0,0,1424,382,1,0,0,0,0,0,0,0,0,"FR10"
4,13531150,1162977,695777,2734,4687,3052,7,58879,35889,110,135166,94471,417,66216,25513,124,787,270,3,3838,1604,6,914536,639735,232989,157432,2014,619,3,2625,12607,6218,31,602,2127,1469,15,"FRD2"
