"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,53019792,1343840,969563,2492,42249,32734,73,36898,14662,97,4047407,2931568,5418,105190,43470,108,129729,32089,179,"DE40"
2,31414386,1378053,681233,2191,29192,11043,26,58229,34605,94,2262947,1080840,2572,87899,12689,55,99340,17443,107,"DE80"
3,49862,0,0,0,0,0,0,0,0,0,10554,2909,11,0,0,0,5216,934,12,"PL42"
