"ID","count.0","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,59191419,3837751,426101,3844,468912,78044,746,38989,6784,40,58664,8972,92,755265,220200,881,39875,13168,71,2118,1682,3,113158,15014,119,"FRF2"
2,30421935,2948946,257216,3176,308167,19295,359,6288,1178,9,13389,1375,20,623571,79183,607,10553,416,19,13165,1510,5,6922,779,5,"FRF3"
