"ID","count.0","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11211","count.11212","count.11911","count.11912","count.11913","count.11921","count.11922","count.11923","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.11213","count.11221","count.11222","count.11223","count.12211","count.12212","count.12213","NUTS_ID"
1,7353446,820008,24970,713,151362,1974,128,85,38,56991,1004,54,31214,220,15,2225834,98067,2331,1271430,19515,1501,25906,330,23,120181,974,155,0,0,0,0,0,0,0,"ITC1"
2,72128490,4982310,549926,7331,4815518,88019,5518,547614,127369,432148,7042,475,774656,3611,870,824276,115957,1245,1519658,6709,1949,24052,2167,40,285276,810,334,1168,243742,12840,448,246947,32481,535,"FRL0"
