"ID","count.0","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.92111","count.92112","count.92113","count.92911","count.92912","NUTS_ID"
1,92128365,6876144,6172,6629,726461,413,815,246229,677,207,6826,11,17,1024,10,"SE33"
