"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11312","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.11313","count.11921","count.12921","count.12923","count.12922","NUTS_ID"
1,4602718,61464,1995,101,985,9,1818,110,2,173790,3352,368,8568,409,17,532,35,1,0,0,0,0,0,"RO41"
2,17091275,530331,8333,843,8225,46,748,165,0,2462489,84923,3900,70836,430,78,11974,1643,8,13,0,0,0,0,"RO42"
3,4880912,0,0,0,0,0,0,0,0,41572,5060,56,0,0,0,554449,34958,768,0,0,0,0,0,"RS12"
4,7635452,0,0,0,0,0,281762,24521,373,0,0,0,0,0,0,471229,87890,488,0,42,4912,3,0,"RS21"
5,53533977,1462,15,1,0,0,2482531,177058,3949,3778,27,6,0,0,0,4173252,451927,6992,0,189,7847,5,3,"RS22"
