"ID","count.0","count.12111","count.12113","count.12121","count.12122","count.12123","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12112","count.12311","count.12312","count.12313","count.91111","count.91113","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92911","count.92912","count.92913","NUTS_ID"
1,1867074,47825,76,29651,5,42,49176,19,72,203750,116,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NO07"
2,73257136,22150168,28190,218284,44,249,883132,748,1002,36292,19,42,1049595,663,1621,3835,2,6,44437,35,66,10495,5149,11,6,3070,5,1251,3,2,96119,380,144,9645,23,19,"SE33"
