"ID","count.0","count.11911","count.11912","count.11913","count.12911","count.12912","count.12913","count.19911","count.19912","count.19913","count.19991","count.91911","count.91912","count.91913","count.92911","count.92912","count.92913","count.99911","count.99912","count.99913","count.255","count.91991","count.91993","count.99991","count.99993","NUTS_ID"
1,5222803,47528,1232,88,140595,5731,325,49524,2873,129,56,1441,159,2,19255,1425,28,17229,719,44,0,0,0,0,0,"CY00"
2,7287934,925743,1229,1948,18832,128,35,949,1,0,0,30061,52,74,3134,30,8,2997,0,6,43,769,12,2056,6,"TR62"
