"ID","count.0","count.255","count.12111","count.12112","count.19111","count.19112","count.19113","count.19311","count.19312","count.19911","count.19912","count.19913","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","count.99991","count.99992","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19313","count.19991","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","count.99311","count.99312","count.99313","count.99993","NUTS_ID"
1,340024,1693,860,22,14311,946,6,681,1,3153,147,1,3441,18,2,10736,809,7,128,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SE11"
2,23998417,5348,1670245,269885,14189,2011,37,699,144,23321,5050,29,21965,3220,30,88785,13771,118,2320,602,2055,622089,51990,586,127960,9503,103,3,26,286841,44518,414,27485,1924,26,43417,3106,52,693,50,1,5,"SE12"
3,589345,0,42295,4158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,326,22,0,513,42,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SE21"
