"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.91111","count.91112","count.91113","count.91311","count.91911","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","NUTS_ID"
1,90554410,145749,789,151,53976,202,58,4154,27,1,4838506,38759,4195,622261,11614,578,201686,1394,147,813,41,3,15,2,18597,458,20,8542,122,7,6115,14,7,"FI1D"
