"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12113","count.12911","count.12912","count.12913","count.91911","count.91912","count.92911","count.92913","count.12112","count.12311","count.12312","count.12313","NUTS_ID"
1,20105636,102340,359,161,6227,2,14,3076513,15617,4661,11156,36,757564,175,1059,1629,3,2682,1,0,0,0,0,"NO02"
2,7605303,153163,3,241,0,0,0,2900793,6349,3868,56926,114,859510,279,1059,0,0,0,0,2,0,0,0,"NO06"
3,32339393,4399917,3429,4514,497696,479,452,121942,298,120,1712238,1780,48234,173,58,0,0,0,0,952,211569,179,238,"SE32"
4,20408073,2158375,810,2639,179269,138,200,52941,62,60,1695826,1696,23102,93,10,0,0,0,0,1245,457638,303,414,"SE31"
