"ID","count.0","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19911","count.19912","count.19913","count.92111","count.92112","count.92113","count.92211","count.92212","count.92213","count.92911","count.92912","count.92913","count.92991","count.92993","count.99111","count.99211","count.99213","count.99911","count.99912","count.99913","count.99991","count.99993","count.255","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12311","count.12312","count.19211","count.19212","count.19213","count.91111","count.91112","count.91113","count.91211","count.91212","count.91213","count.91911","count.91912","count.91913","count.99112","count.99113","count.99212","count.99992","count.19991","count.19993","NUTS_ID"
1,1017030,290047,485,1162,21632,2,86,25588,99,106,651,1,1,3100,2,17,462799,3167,1314,130803,1350,310,121802,181,289,265,2,88,798,2,38528,14,69,275,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EL42"
2,7413000,485792,12398,1183,43756,3345,113,35163,3126,100,37786,548,122,6468,82,21,17410,769,61,16151,342,51,5673,253,20,0,0,55585,3404,7,30831,640,74,350,0,1,674496,21643,1489,271724,21747,525,758,8,1,26377,1059,51,460,5,23583,1423,64,51615,480,150,2760,3,10,14455,385,47,889,160,283,141,0,0,"EL64"
3,371594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6277,50,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EL65"
4,22357073,1455630,53896,4337,995774,45486,2981,267805,25359,648,15957,243,61,14001,998,37,77689,5626,271,90810,12260,307,47275,3288,99,0,0,129892,35685,100,82598,2845,269,1689,1,1121,281295,16996,519,166118,15027,356,0,0,0,66126,6185,181,450,100,4542,192,13,27737,519,69,28143,500,104,7716,350,18,1723,402,3304,432,674,2,"EL30"
