"ID","count.0","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,76406714,1901930,235857,3522,247,52,1,59105,10351,151,18632,908,37,9385125,1103051,15807,203,2,1,99312,5810,150,95654,4921,190,"PL81"
2,5150585,84390,4469,131,0,0,0,1220,42,3,0,0,0,594130,34905,717,0,0,0,40379,238,69,4283,430,6,"PL82"
