"ID","count.0","count.255","count.12111","count.12112","count.12113","count.12911","count.12912","count.12913","count.19911","count.91911","count.91912","count.92111","count.92112","count.92113","count.92911","count.92912","count.92913","count.99111","count.99911","count.99912","NUTS_ID"
1,996720,5,12877,683,35,1344,86,2,110,57,8,6669,354,4,2264,200,11,4,778,34,"FRM0"
