"ID","count.0","count.11121","count.11122","count.11123","count.11921","count.11922","count.11923","count.12121","count.12122","count.12123","count.12921","count.12922","count.31121","count.31122","count.31123","count.31921","count.31922","count.31923","count.32121","count.32122","count.32123","count.32921","count.32922","count.12923","count.32923","count.11911","count.11912","count.11913","count.12911","count.12912","count.12913","NUTS_ID"
1,2704820,531663,225248,1203,11151,5994,36,76321,7587,177,68,33,82976,75614,284,937,2202,9,3255,2936,8,307,521,0,0,0,0,0,0,0,0,"AT34"
2,122600,0,0,0,0,0,0,0,0,0,6615,94,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,"CH01"
3,177047,0,0,0,0,0,0,0,0,0,31925,409,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,"CH02"
4,125339,0,0,0,1,42,0,0,0,0,875,3802,0,0,0,6418,10892,27,0,0,0,4219,11661,4,32,0,0,0,0,0,0,"CH03"
5,5924431,0,0,0,139716,284686,515,0,0,0,100575,256943,0,0,0,235020,579956,831,0,0,0,284515,670838,734,1280,0,0,0,0,0,0,"CH04"
6,34800919,35776,12506,83,9269478,1087289,9261,50816,33260,223,6565520,1317461,9501,15800,67,1501522,1634893,3027,26110,29029,118,518379,827105,7963,2158,23240,10073,82,46465,35793,180,"CH05"
7,15796274,0,0,0,3602107,943107,4835,0,0,0,1802378,1085765,0,0,0,119759,239829,385,0,0,0,136931,583703,3290,716,0,0,0,0,0,0,"CH06"
8,1980805,0,0,0,502624,40061,499,0,0,0,909479,56100,0,0,0,0,0,0,0,0,0,0,0,933,0,0,0,0,0,0,0,"CH07"
9,1108251,239144,21078,405,231,22,0,128033,90188,643,4647,6370,0,0,0,0,0,0,369,798,4,372,280,35,5,0,0,0,0,0,0,"LI00"
