"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12911","count.12912","count.12913","count.19111","count.19911","count.19912","count.19913","count.91111","count.91112","count.91113","count.91311","count.91313","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92311","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","count.19112","count.255","count.11991","count.11992","count.11993","count.12991","count.12992","count.12993","count.19991","count.19992","count.19993","count.91991","count.91992","count.91993","count.92991","count.92992","count.92993","count.99991","count.99992","count.99993","NUTS_ID"
1,1690288,203563,9289,555,3409,78,2,6635,1625,6,213309,9726,484,11639,2099,32,436,8336,151,14,156687,2510,511,2376,9,9338,94,28,68982,5071,197,1522,26427,504,87,5446,124,4,16118,88,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EL41"
2,1673026,55703,5849,130,0,0,0,3384,103,10,37083,5953,105,2001,524,8,31,20,1,0,208,33,0,0,0,692,599,7,8842,1181,20,0,6704,433,30,509,0,0,3661,708,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EL51"
3,1718440,0,0,0,0,0,0,290530,28479,466,0,0,0,49665,5171,100,0,69711,4832,124,0,0,0,0,0,4412,188,3,0,0,0,0,1286,62,1,0,0,0,32331,1435,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TR21"
4,2074957,0,0,0,0,0,0,3529,424,1,0,0,0,52491,11273,97,0,10518,437,1,0,0,0,0,0,17260,4349,29,0,0,0,0,22020,7107,25,0,0,0,4811,134,15,0,10,525274,29453,907,900290,19428,999,40715,6079,86,66648,2119,97,298970,9099,361,25369,2517,37,"TR22"
