"ID","count.0","count.11111","count.11121","count.11122","count.11123","count.11921","count.11922","count.11923","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.11321","count.11322","count.11323","count.12321","count.12322","count.12323","count.11221","count.11222","count.12221","count.12222","NUTS_ID"
1,11495973,10,490942,28535,498,30704,247,22,119192,217810,480,4296422,371083,3674,643,2483,3,250396,575,218,0,0,0,0,0,0,0,0,0,0,"AT33"
2,26100242,0,1589451,248988,1789,24513,2666,42,0,0,0,6195298,1442946,7166,0,0,0,159341,9147,145,969,867,2,15719,26486,57,0,0,0,0,"AT21"
3,377110,0,111537,1164,151,0,0,0,0,0,0,85341,853,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AT22"
4,18801404,0,1384840,180804,1484,40643,557,48,0,0,0,8845208,1166144,9988,0,0,0,136841,3453,157,0,0,0,0,0,0,0,0,0,0,"AT32"
5,4263356,0,277816,13493,218,24249,2247,15,0,0,0,260935,16177,237,0,0,0,5818,94,5,0,0,0,0,0,0,0,0,0,0,"ITH3"
6,8779681,0,628047,55586,774,26533,2085,18,0,0,0,513629,45552,522,0,0,0,5133,1277,5,0,0,0,0,0,0,176,410,16,3,"ITH4"
7,556271,0,78223,30165,62,9098,20,6,0,0,0,108661,9187,71,0,0,0,551,0,1,0,0,0,0,0,0,0,0,0,0,"ITH1"
