"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.31111","count.31112","count.31113","count.31311","count.31312","count.31313","count.31911","count.31912","count.31913","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","count.32911","count.32912","count.32913","NUTS_ID"
1,34043202,491107,681424,817,203752,282256,377,23094,17813,42,744110,863384,4464,318799,398681,2403,49205,23876,1748,71059,85657,99,184637,223443,208,2545,1569,2,185501,156057,1286,154915,130992,867,10629,6629,23,"DEA3"
2,1464754,12457,41717,40,539,4340,1,56,250,0,54853,107964,94,7721,12246,16,648,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEA4"
3,43557720,359338,596538,616,26599,53172,24,7305,10725,11,1077251,1234178,342832,70158,85981,237,52681,19455,8126,51460,79002,70,7574,22340,9,770,1461,0,610881,865313,33579,110078,151151,4805,20852,6860,10,"DE94"
4,2301724,0,0,0,0,0,0,0,0,0,217979,254607,80812,3846,8335,259,12095,10543,11,0,0,0,0,0,0,0,0,0,53248,129988,52,810,2690,8,3104,2701,5,"NL13"
5,3850581,0,0,0,379,263,0,0,0,0,40891,18266,39,33654,26142,228,6910,1476,2,0,0,0,259,262,0,0,0,0,482147,579987,9787,482106,617366,2978,39445,8093,48,"NL21"
6,126264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,8,0,2189,2442,2,0,0,0,1738,1060,1,20699,17290,20,0,0,0,"NL22"
