"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.11211","count.11212","count.12121","count.12123","count.12211","count.12212","count.12213","NUTS_ID"
1,55271251,1640718,42706,2345,6797,820,14,43949,1432,93,12844982,336806,16773,94069,8183,138,376150,36407,732,0,0,0,0,0,0,0,"BG41"
2,23388319,596686,122886,905,6913,756,10,10069,3482,36,3561013,293091,6234,9829,354,9,79279,6823,118,27,6,8864,4,10709,1378,25,"BG42"
3,890489,0,0,0,0,0,0,0,0,0,266232,177,290,586,3,0,0,0,0,0,0,10025,8,0,0,0,"BG31"
