"ID","count.0","count.11111","count.11112","count.11113","count.11911","count.11912","count.12111","count.12112","count.12113","count.12911","count.12912","count.12913","count.11913","count.12311","count.12312","count.12313","NUTS_ID"
1,3475423,54868,4376,64,328,66,150353,34212,202,9134,1001,15,0,0,0,0,"BG31"
2,9386098,275049,22666,324,5448,494,644827,37323,782,25148,1391,43,6,862,21,1,"BG32"
3,76246258,1629,253,1,869,41,6037782,675638,6452,222742,23201,229,1,252519,19745,273,"RO31"
4,1741753,0,0,0,0,0,235308,85159,477,17855,5293,30,0,18,3,0,"RO32"
5,270141,0,0,0,0,0,21585,1986,23,2121,68,0,0,16,6,0,"RO41"
