"ID","count.0","count.11111","count.11112","count.11113","count.11121","count.11122","count.11311","count.11312","count.11313","count.11321","count.11322","count.11323","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12311","count.12312","count.12313","count.12321","count.12322","count.12323","count.12911","count.12912","count.12913","count.11123","count.11911","count.11912","count.11921","count.12921","NUTS_ID"
1,14429123,10173,106,20,1222,30,10099,375,5,2277,5,4,588333,14886,507,133129,2231,94,716587,25756,682,101559,1435,105,9098,1756,6,0,0,0,0,0,"PL82"
2,15078064,181361,9922,228,109485,9684,89582,9294,43,153769,12820,123,933860,230441,953,70151,5075,90,116268,15502,66,57571,2722,41,8481,3047,9,107,75,17,14,19,"SK04"
