"ID","count.0","count.255","count.11111","count.11113","count.11911","count.11912","count.11913","count.11921","count.11922","count.11923","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.19921","count.19922","count.19923","count.91921","count.91922","count.91923","count.92921","count.92922","count.92923","count.99921","count.99922","count.99923","count.11112","count.11311","count.11312","count.12311","count.12312","count.12313","NUTS_ID"
1,53328618,3329,14668,4,154653,75,174,2426478,24711,4478,272710,42,283,13617,17,25,4408466,5697,5514,15191985,45866,29042,168673,1402,319,25425,101,31,78138,1339,190,16816,343,49,0,0,0,0,0,0,"NO07"
2,15960988,0,116441,313,5334,6,4,0,0,0,6267574,1403,8537,31236,14,21,74860,89,100,2658,3,1,0,0,0,0,0,0,0,0,0,0,0,0,12,543,1,4043,5,2,"SE33"
