"ID","count.0","count.11111","count.11112","count.11113","count.11211","count.11212","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19911","count.19912","count.19913","count.91111","count.91112","count.91113","count.92111","count.92112","count.92113","count.92211","count.92212","count.92213","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","NUTS_ID"
1,37892472,1605513,30211,2990,145,17,650,1,1,30848,801,53,4076141,47455,6583,1711,27,1,13454,471,12,13270,362,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BG42"
2,47244498,161928,7811,284,0,0,1,0,0,0,0,0,4424958,454204,9069,83480,8725,215,11182,675,11,340807,16842,504,44216,2033,70,35533,1005,54,4160,348,12,44605,5048,90,8506,68,23,18859,299,27,8876,846,15,5415,222,10,"EL51"
3,118933,0,0,0,0,0,0,0,0,0,0,0,1264,1034,9,0,0,0,0,0,0,425,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EL52"
