"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,81664720,1408783,1557,1487,156568,252,156,17181,46,34,6329456,4610,7533,2284006,2747,2633,162295,806,173,"SE32"
2,7480859,0,0,0,0,0,0,0,0,0,341692,363,449,114001,180,178,17111,113,11,"SE31"
