"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11312","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12911","count.12912","count.12913","count.11211","count.11212","count.11213","count.11313","count.12211","count.12212","count.12312","count.12313","count.19111","count.19112","count.19113","count.19211","count.19212","count.19213","count.19911","count.19912","count.19913","count.92111","count.92112","count.92113","count.92211","count.92212","count.92213","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","count.11131","count.11132","count.11133","count.11931","count.11932","count.11933","count.12131","count.12132","count.12133","count.12331","count.12931","count.12932","count.12933","NUTS_ID"
1,4626474,135275,15555,213,37,21,1427,170,4,331609,31791,483,14,3082,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BG32"
2,60784391,2032995,162848,3427,11830,649,86728,8207,218,2859291,313931,3942,149041,158023,16151,264,26255,886,59,18,460,33,33835,219,26219,2696,78,2808,188,16,4669,190,22,119184,9552,156,563,5,1,1731,76,2,32624,456,71,20081,2327,44,1334,509,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"BG33"
3,15892739,286187,21398,387,0,0,8412,606,29,1319828,178105,1322,13923,56593,12140,101,0,0,0,0,0,0,8062,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44082,1220,39,1425,243,4,205273,9449,209,12,22824,306,26,"RO22"
4,202342,0,0,0,0,0,10,18,0,5451,1085,8,0,115,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RO31"
