"ID","count.0","count.11121","count.11122","count.11123","count.11321","count.11322","count.11323","count.11921","count.11922","count.11923","count.12121","count.12122","count.12123","count.12321","count.12322","count.12323","count.12921","count.12922","count.12923","count.19121","count.19122","count.19123","count.19321","count.19322","count.19323","count.19921","count.19922","count.19923","count.92121","count.92122","count.92123","count.92921","count.92922","count.99121","count.99122","count.99123","count.99921","count.99922","count.99923","count.32121","count.32122","count.32123","count.32321","count.32322","count.32323","count.32921","count.32922","count.32923","count.92321","count.92322","count.92323","count.92923","NUTS_ID"
1,2558766,45971,33830,209,1936,426,12,32,194,1,263311,176431,1135,24078,8063,54,3600,5423,16,6572,12440,49,1476,3281,18,2902,9648,42,7148,26578,64,78,232,2010,6832,22,1096,6398,17,0,0,0,0,0,0,0,0,0,0,0,0,0,"ES11"
2,28063235,0,0,0,0,0,0,0,0,0,1385452,1245425,5738,151809,76610,553,40924,48980,161,0,0,0,0,0,0,0,0,0,53096,97548,207,11494,22026,0,0,0,0,0,0,313011,296434,785,10445,9718,29,8821,16620,17,1792,4140,21,71,"PT11"
