"ID","count.0","count.255","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12311","count.12312","count.12313","count.12321","count.12322","count.12323","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.19111","count.19112","count.19113","count.19311","count.19312","count.19313","count.19911","count.19912","count.19913","count.19991","count.19992","count.92111","count.92112","count.92113","count.92121","count.92122","count.92123","count.92311","count.92312","count.92313","count.92321","count.92322","count.92911","count.92912","count.92913","count.92991","count.92992","count.92993","count.99111","count.99112","count.99113","count.99311","count.99312","count.99313","count.99911","count.99912","count.99913","count.99991","count.99992","count.99993","NUTS_ID"
1,61855784,3900,4105692,658858,6249,1750993,130139,2671,2152766,310280,3254,369523,30374,525,239919,35949,288,63346,4043,83,78221,21175,154,4131,1850,19,54962,10493,93,13,5,373824,95835,663,3571,347,6,39073,7133,63,33,1,92577,17430,169,1975,140,3,42223,3927,67,10764,440,20,80803,11034,168,5413,539,8,"SE23"
