"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19311","count.19312","count.19911","count.19912","count.19913","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99311","count.99312","count.99911","count.99912","count.31911","count.31912","count.31913","count.32911","count.32912","count.32913","NUTS_ID"
1,27168036,719980,47965,1466,3733,863,6,2778,128,11,3672083,325069,5385,13712,1527,10,38359,1957,67,101669,4218,150,11,4,1897,529,6,24866,11316,44,668,342,2,205,103,1,3451,337,6,202,55,1622,112,0,0,0,0,0,0,"BG34"
2,53062987,1956,48,2,0,0,0,1592110,65254,2445,20434,2407,19,557,81,0,9884994,547788,16716,4190,299,8,0,0,1832,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65953,8615,112,541335,27669,1189,"TR21"
