"ID","count.0","count.255","count.11111","count.11112","count.11113","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19911","count.19912","count.19913","count.19991","count.19992","count.19993","count.91111","count.91112","count.91113","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99311","count.99312","count.99313","count.99911","count.99912","count.99913","count.99991","count.99992","count.99993","NUTS_ID"
1,14837575,2362,176018,60845,331,22548,2768,52,1250631,332123,2167,155954,36565,248,65126,6131,88,13340,4930,50,32705,6351,73,751,4,1,1743,1652,6,2118,1188,3,100425,40330,342,6641,2261,10,15521,2437,34,42606,7401,100,8140,635,24,139645,10622,448,4384,53,4,"SE22"
