"ID","count.0","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","count.99991","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11911","count.11912","count.11913","count.12911","count.12912","count.19111","count.19112","count.19113","count.19211","count.19911","count.19912","count.19913","count.91111","count.91112","count.91113","count.91211","count.91212","count.91911","count.92111","count.92112","count.92211","count.92212","count.92213","count.92911","count.92912","count.92913","count.255","count.91912","count.91913","count.99211","count.99993","NUTS_ID"
1,81615,4578,37,15,3398,54,9,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EL42"
2,434643,0,0,0,662,32,1,0,17188,79,45,3259,95,14,4372,56,6,1010,40,382,4,1,2,2226,24,9,3125,9,17,614,3,1,2217,22,1254,22,1,3704,101,3,0,0,0,0,0,"EL65"
3,635842,40323,212,83,46935,138,95,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4552,3,11,0,0,7332,48,0,0,0,0,1099,3,9,733,9,23,1414,1,"EL30"
