"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11312","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,2137589,3293,86,5,623,2,34835,2140,53,4820,723,11,567,70,4,"FI1D"
