"ID","count.0","count.255","count.11121","count.11122","count.11123","count.11321","count.11322","count.11323","count.11921","count.11922","count.11923","count.12121","count.12122","count.12123","count.12321","count.12322","count.12323","count.12921","count.12922","count.12923","count.19121","count.19122","count.19123","count.19321","count.19322","count.19323","count.19921","count.19922","count.19923","count.31121","count.31122","count.31123","count.31321","count.32121","count.32122","count.32123","count.32321","count.32322","count.32323","count.91121","count.91122","count.91123","count.91321","count.91322","count.91921","count.91922","count.91923","count.92121","count.92122","count.92123","count.92321","count.92322","count.92323","count.92921","count.92922","count.92923","count.99121","count.99122","count.99123","count.99321","count.99322","count.99323","count.99911","count.99912","count.99913","count.99921","count.99922","count.99923","count.99991","count.99992","count.99993","NUTS_ID"
1,16095650,79,257977,48210,22375,5542,179,266,7276,2868,33,1817448,408807,65832,64111,12391,1253,80894,27973,1395,170362,37000,3111,4009,2170,605,52848,13491,3928,43915,11389,1579,34,85948,11585,11565,3323,692,7,55494,10819,383,1123,233,3364,2628,36,262408,43778,7812,8485,990,133,34784,3094,819,135242,19782,6797,5887,1248,991,1425,15,321,101568,17887,29847,588,2,54,"ES11"
