"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11911","count.11912","count.11913","count.12111","count.12112","count.11312","count.11313","count.12113","count.12911","count.12912","count.12311","count.12312","count.12313","count.12913","NUTS_ID"
1,122206,3805,2975,11,16,229,93,2,21,25,0,0,0,0,0,0,0,0,0,"AT11"
2,21134344,844029,309357,1330,1674,33423,17525,47,11919,5699,27,1,33,12,197,0,0,0,0,"AT12"
3,923717,48260,26714,77,0,7853,8596,38,0,0,0,0,0,0,0,0,0,0,0,"AT13"
4,15940198,341069,35479,424,26478,3386,419,5,1035170,236435,1520,39,1563,36225,8679,10588,326,8,53,"CZ06"
5,1036264,249665,45022,281,22843,0,0,0,29794,3749,3856,22,43,0,0,8342,249,8,0,"CZ07"
6,17269798,82377,4884,110,21705,290,266,0,1480985,407973,1123,41,1937,78750,34644,68937,2621,102,107,"SK01"
7,33709716,1232074,139618,1397,103946,10235,1084,6,2117232,287204,8619,141,2531,89868,12439,228344,16148,176,115,"SK02"
