"ID","count.0","count.11111","count.11112","count.11113","count.11211","count.11212","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12911","count.12912","count.12913","count.11213","count.12311","count.12312","count.12313","count.11311","count.11312","count.11313","count.31111","count.31112","count.31113","count.31211","count.31212","count.31213","count.31911","count.31912","count.91111","count.91112","count.91113","count.92111","count.92112","count.92113","NUTS_ID"
1,274689,16252,1201,30,520,204,368,31,3,39740,3003,65,9342,277,21,1879,47,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ITF1"
2,18493455,1862871,288447,4423,496423,70405,10876,1885,27,237355,35641,452,27271,3238,56,6266,672,14,1251,7632,584,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ITF2"
3,28638805,2894887,404600,6267,84949,9207,33473,1799,80,423482,114744,934,4229,663,7,22676,4158,58,203,952,112,2,2476,838,6,26147,2857,47,2571,466,9,3,12,0,0,0,0,0,0,"ITF3"
4,40997107,1692205,143982,3473,358102,27736,74876,7309,118,281223,76321,898,34017,5515,62,23858,2977,46,780,0,0,0,73,0,0,0,0,0,0,0,0,0,0,2401,1533,8,1911,430,2,"ITF4"
5,1571591,48750,2309,111,921,171,1975,63,1,50958,4453,84,1308,25,0,1535,135,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ITF5"
