"ID","count.0","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19211","count.19212","count.19213","count.19911","count.19912","count.19913","count.91111","count.91112","count.91113","count.91211","count.91212","count.91213","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92211","count.92212","count.92213","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99211","count.99212","count.99213","count.99911","count.99912","count.99913","NUTS_ID"
1,26114089,3278856,953710,7460,1260936,417589,3312,369,308,1,92880,34867,253,386307,183854,1013,157153,67487,438,321,78,1,26942,21337,100,6328,2086,21,2267,756,15,7008,2749,16,395034,66715,685,56579,14606,98,76269,10712,174,72608,22423,221,7734,3261,28,27195,6430,73,7776,624,10,4265,1127,13,18381,2405,42,"ITG1"
