"ID","count.0","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19911","count.19912","count.91111","count.91112","count.91113","count.91211","count.91212","count.91213","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92211","count.92911","count.92912","count.92913","count.99911","count.92212","count.92213","count.92311","NUTS_ID"
1,9412231,1945159,17003,5850,4056,37,4,114703,1711,339,32317,519,80,451610,6620,1398,1895,87,7,12439,208,38,15643,706,45,167,21,29763,970,65,2473,36,8,6182,232,7,4522,27,23,484,1747,157,5,38,0,0,0,"ES61"
2,28842012,368001,19058,777,325175,15486,771,540,44,2,8591,188,21,1668793,43349,3421,64026,3043,104,218323,2016,392,20685,1594,48,0,0,1330,51,2,0,0,0,0,49,0,56217,3144,124,2620,5472,405,14,0,187,7,4,"PT15"
3,9743172,95,0,0,0,0,0,31,9,0,256,0,1,3289441,38268,6312,0,0,0,1947572,14183,3679,17721,261,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PT1C"
