"ID","count.0","count.11121","count.11122","count.11123","count.12121","count.12122","count.12123","count.12321","count.12322","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12911","count.11221","count.11222","count.11223","count.11321","count.11921","count.11922","count.11923","count.12221","count.12222","count.12223","count.12912","count.12913","count.12921","count.12923","count.31121","count.31122","count.31123","count.31921","count.31922","count.11311","count.11312","count.11313","count.11322","count.11323","count.12922","count.31221","count.31222","count.31223","count.31321","count.31322","count.31323","count.32121","count.31111","count.31112","count.31113","count.31211","count.31212","count.31213","count.31911","count.31912","count.32111","count.32112","count.32211","count.32212","NUTS_ID"
1,647119,75415,4570,33,437127,40832,1210,1077,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FRI1"
2,2973576,0,0,0,0,0,0,0,0,8281,532,561,144716,17434,6989,1752,13,2,1227,126,13,61706,14176,1755,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ES24"
3,10316825,1308861,110052,30421,30901,926,2959,0,0,372946,34587,16832,274196,17118,6840,10576,1041,12,59900,3335,6010,39284,1915,3814,1739,14353,1233,565,1941,44610,5384,102,10635,615,9,51,58,163,2,80942,16313,81,474,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ES21"
4,61671177,2968409,382957,131244,657540,13651,69144,0,0,581709,54992,29578,2129918,70161,119220,52360,2510,511,632617,27935,24016,1217618,74369,46675,86648,135960,5616,9390,33986,11448,902,20,138141,4301,13673,9092,216,1710,13,133374,96375,2019,0,0,44,11,24,6526,1170,69,978,733,1,15944,9059,63,266,0,0,0,0,0,0,0,0,0,0,0,0,"ES22"
5,9451710,0,0,0,0,0,0,0,0,648531,4325,13421,577697,4707,43592,42446,1062,687,76399,2905,465,129863,1926,10088,36413,0,0,0,0,0,0,0,0,0,0,788,410,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,2720,214,20,2580,247,172,198,14,575,92,422,39,"ES23"
