"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.19111","count.19112","count.19113","count.19911","count.19912","count.19913","count.91111","count.91112","count.91113","count.91311","count.91312","count.91313","count.91911","count.91912","count.91913","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","NUTS_ID"
1,73355343,9984625,1118713,14961,40984,2580,77,155324,14160,263,31268,1687,84,3066,64,5,86825,6213,133,888,27,1,14725,2502,34,7848,245,7,2022,150,4,"LV00"
