"ID","count.0","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11311","count.11312","count.11313","count.11321","count.11322","count.11323","count.11911","count.11912","count.11913","count.11921","count.11922","count.11923","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12311","count.12312","count.12313","count.12321","count.12322","count.12323","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.19111","count.19112","count.19911","count.31111","count.31112","count.31113","count.31121","count.31122","count.31123","count.32111","count.32112","count.32113","count.32121","count.32122","count.32123","count.32321","count.32322","count.32323","count.32921","count.32922","count.32923","count.92111","count.92112","count.92113","count.92121","count.92122","count.92123","count.92311","count.92321","count.92323","count.92911","count.92912","count.92921","count.92922","count.99111","count.99911","NUTS_ID"
1,76978478,1360126,581676,1984,2329242,977182,2960,16360,8131,19,60307,26526,89,9817,2537,3,3927,2192,4,4217221,1161659,6208,3166404,1453806,3973,60902,26304,87,55032,38396,81,85643,21609,130,22173,7322,15,209,1,447,1129,458,1,470560,153793,703,1106,46,1,1744390,561021,2030,4332,718,12,2334,176,3,2278,27,2,12843,449,8,1942,936,2,420,6,284,32,29,20,"FRI1"
2,724048,49635,17420,42,0,0,0,0,0,0,0,0,0,180,9,0,0,0,0,39517,10070,34,0,0,0,394,53,0,0,0,0,361,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FRJ2"
