"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.11211","count.11212","count.11213","NUTS_ID"
1,2657695,84180,187969,221,1340,4889,6,432,793,3,29896,76461,115,2301,10711,9,39,113,1,0,0,0,"DE27"
2,3559249,354340,367502,710,2169,2004,2,5202,1275,14,13052,13772,20,731,511,1,74,285,2,357,168,0,"DE25"
3,37640700,1396485,1817828,2859,22812,15046,24,14185,21788,22,854095,1175183,1943,19653,33577,50,107230,21665,73,2143,1933,9,"DE21"
4,24945115,833333,903415,1402,20006,16793,27,7353,6123,11,268243,348113,591,8903,15316,10,16226,8119,25,107,10,1,"DE22"
5,19339754,824388,615538,1621,14644,17405,14,7331,4177,8,459049,441451,825,167260,153823,313,16461,7464,23,835,452,5,"DE23"
