"ID","count.0","count.255","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19311","count.19312","count.19313","count.19911","count.19912","count.19913","count.92111","count.92112","count.92113","count.92311","count.92313","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","count.19991","count.99991","count.99992","NUTS_ID"
1,4295844,3596,323690,18223,474,14734,760,22,52891,4820,100,28145,1777,62,1899,533,5,35366,2232,62,29176,1114,43,2482,4,31567,1304,67,3551,72,10,34647,484,38,0,0,0,"SE32"
2,5721546,2610,368108,36559,386,8597,614,10,15826,789,21,1891,3,3,0,0,0,3547,102,2,35081,8007,43,0,0,6363,469,7,906,23,0,2055,64,1,130,22,3,"SE31"
