"ID","count.0","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19911","count.19912","count.19913","count.31111","count.31112","count.31113","count.31311","count.31312","count.31313","count.31911","count.31912","count.31913","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","count.32911","count.32912","count.32913","count.39111","count.39112","count.39113","count.39311","count.39312","count.39313","count.39911","count.39912","count.39913","count.91111","count.91112","count.91113","count.91311","count.91312","count.91313","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","count.92991","count.92992","count.99111","count.99112","count.99113","count.99311","count.99312","count.99313","count.99911","count.99912","count.99913","count.99991","count.99992","count.99993","NUTS_ID"
1,47128550,2812993,1412415,7195,142082,46613,306,19245,14159,40,35966,32786,94,2467876,1508078,6669,9503,5362,15,41002,29082,141,19774,18484,50,2290,945,2,1836,4762,13,753826,484710,2555,222386,256436,1194,431,816,4,5405821,6620438,24875,896782,1066406,4339,22485,29940,70,10967,12221,43,10887,9358,27,2018,2584,25,151052,122691,576,27861,30517,126,8311,3464,16,154342,120106,605,109978,140404,515,26031,22083,69,43,28,6989,4387,13,426,911,5,25690,13608,73,829,388,1,"FRD1"
