"ID","count.0","count.255","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19113","count.19311","count.19312","count.19313","count.19911","count.19912","count.19913","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99311","count.99312","count.99313","count.99911","count.99912","count.99913","count.99991","count.99992","count.99993","count.19112","NUTS_ID"
1,2115067,16,18961,4204,84,15813,1247,51,23427,826,72,267,1,238,20,2,4187,239,13,6792,735,17,588,33,5,5746,407,16,11152,1428,75,8997,1586,56,66620,3342,204,7042,12,23,0,"FI19"
2,26897213,2433,1153006,101476,1801,1810226,154369,2460,95832,11073,164,1332,1,1305,21,0,12334,125,14,21730,666,32,27336,347,31,37477,963,27,8851,62,20,1031,8,0,24032,207,24,2216,74,4,11,"SE33"
