"ID","count.0","count.255","count.92111","count.92112","count.92113","count.92911","count.92912","count.92913","count.99911","count.99912","count.99913","count.99991","count.99992","count.99993","count.12111","count.12112","count.12113","count.12911","count.12912","count.12913","count.19111","count.19112","count.19911","count.19912","count.19913","count.32111","count.32112","count.32113","count.32911","count.32912","count.32913","count.39111","count.39911","count.39912","count.39913","count.99111","count.99112","count.99113","NUTS_ID"
1,593095,980,1863,1,383,102244,726,5558,5319,36,939,1192,409,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NL12"
2,9109809,161,272565,96649,667,137148,24120,1175,5434,762,198,2752,511,0,635149,227694,20654,87890,33412,5135,73,21,2930,134,370,567049,265735,787,11375,11794,8,152,1951,733,9,866,28,487,"NL32"
