"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","NUTS_ID"
1,675,299,1,0,0,0,0,0,0,0,"LT02"
2,78739912,18992409,1727501,25255,294339,18273,395,178867,21790,284,"LV00"
