"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12911","count.12912","count.12913","count.92111","count.92112","count.92911","count.92912","count.91111","count.91112","count.91113","count.92113","count.92913","count.11312","count.12312","NUTS_ID"
1,2628966,205975,127229,409,926,5,986,1384,2,31339,22644,56,228,215,262,0,0,0,0,0,0,0,0,0,0,0,0,"AT11"
2,14085187,49617,3541,75,0,0,497,2,1,1743190,297209,2211,0,25918,3042,31,152,11,207,6,0,0,0,0,0,0,0,"HU23"
3,9595101,602225,139873,900,0,0,5970,1227,13,1441744,517172,2251,183,46889,13975,100,65564,10370,1224,16,966,358,1,114,3,0,0,"HU21"
4,48390246,999369,332046,1803,0,0,11648,3845,26,4287712,1767308,7325,0,76308,22573,144,0,0,0,0,0,0,0,0,0,0,0,"HU22"
5,6902898,90,279,11,0,0,0,0,0,84936,62866,229,0,688134,318337,1434,0,0,0,0,0,0,0,0,0,0,0,"HR06"
6,3927245,4849,5521,27,949,0,0,0,0,224324,191082,601,157,2721,4285,7,0,0,0,0,0,0,0,0,0,471,432,"SI03"
