"ID","count.0","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12911","count.12912","count.12913","NUTS_ID"
1,79111701,12302030,2318106,18008,148205,33063,190,698,201,2,30133,5089,23,4302604,740218,5951,15342,2676,18,189973,48310,257,"FRI1"
2,310586,53826,5116,49,0,0,0,0,0,0,0,0,0,12736,378,28,0,0,0,0,0,0,"FRI3"
3,276251,53643,11214,90,2395,888,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FRJ2"
