"ID","count.0","count.11111","count.11112","count.11113","count.11131","count.11132","count.11133","count.11211","count.11212","count.11213","count.11231","count.11232","count.11233","count.12111","count.12113","count.12131","count.12132","count.12133","count.12231","count.12232","count.12233","count.11911","count.11912","count.11913","count.11931","count.11932","count.11933","count.12112","count.12211","count.12212","count.12213","count.12931","count.12932","count.12933","NUTS_ID"
1,1244554,48683,5,1888,25456,3,1403,30294,366,1839,36408,230,3871,6408,470,5883,3,618,16237,2,560,0,0,0,0,0,0,0,0,0,0,0,0,0,"ES61"
2,92166665,382571,7360,6761,1258938,66132,22547,472464,3183,10824,3115439,40413,83680,12027,807,306135,19626,5344,437902,22540,3813,5101,108,1,65984,7395,255,6,9572,169,474,36052,4500,31,"ES42"
