"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,64677971,2314073,2620943,6434,345841,304311,790,91947,49426,279,526268,382134,1261,33350,10180,47,48766,29200,115,"LT02"
2,25623789,1461221,1029174,3959,7593,575,7,43124,16644,118,277245,80644,491,4734,604,5,5220,1509,8,"LV00"
