"ID","count.0","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11211","count.11212","count.11213","count.11221","count.11222","count.11223","count.11911","count.11912","count.11913","count.11921","count.11922","count.11923","count.12111","count.12112","count.12113","count.12121","count.12123","count.12211","count.12212","count.12213","count.12911","count.12912","count.12913","count.19111","count.19112","count.19211","count.19212","count.19911","count.19912","count.91111","count.91112","count.91113","count.91211","count.91212","count.91213","count.91911","count.91912","count.92111","count.92112","count.92113","count.92211","count.92212","count.92213","count.92911","count.92912","count.92913","count.99111","count.99112","count.99211","count.99212","count.99213","count.99911","count.99912","count.12122","count.11311","count.11312","NUTS_ID"
1,49749840,3537305,450208,5407,620657,43910,763,1811832,720997,6238,2244,636,6,62086,8767,98,17974,31,28,501372,218504,1408,875,2,756856,353372,2632,45023,24092,132,262,16,14,6,688,294,1790,708,16,15774,6253,48,102,52,6874,2580,29,2459,1458,10,1615,252,4,160,38,447,44,2,216,109,0,0,0,"ITI3"
2,119016,12789,5251,46,15434,2246,58,63,3,0,812,304,3,0,0,0,418,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ITH5"
3,742385,10759,6912,39,87445,30105,274,5486,1006,15,3183,3610,9,0,0,0,2259,77,5,9774,7677,35,7950,18,1085,1629,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1905,0,0,"ITI1"
4,31326171,2721248,639796,6182,392734,43904,589,427171,137463,1164,16131,2460,24,18716,4544,50,508,157,1,1234978,536305,4481,0,0,174997,68493,665,52127,18913,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,7,"ITI2"
