"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11313","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.11312","count.11911","count.92111","count.92112","count.92113","count.92311","count.92313","count.92911","count.92912","count.92913","NUTS_ID"
1,29206440,16701,1,7,11685,9,900299,95725,719,927001,78718,870,83189,7467,57,0,0,0,0,0,0,0,0,0,0,"SE33"
2,63652098,137089,26,85,113124,89,2516763,9047,2609,2022145,12936,2231,177605,2301,165,22,1472,10589,2,20,9843,17,832,1,1,"SE32"
