"ID","count.0","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11211","count.11212","count.11213","count.11311","count.11312","count.11911","count.11912","count.11913","count.11921","count.11991","count.11993","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19211","count.19212","count.19213","count.19911","count.19912","count.19913","count.19991","count.31111","count.31112","count.31113","count.31211","count.31212","count.31213","count.31911","count.31912","count.31913","count.32111","count.32112","count.32113","count.32211","count.32212","count.32213","count.32911","count.32912","count.32913","count.91111","count.91112","count.91113","count.91211","count.91212","count.91213","count.91911","count.91912","count.91913","count.91991","count.92111","count.92112","count.92113","count.92211","count.92213","count.92911","count.92912","count.92913","count.99111","count.99112","count.99211","count.99212","count.99911","count.99912","count.99913","count.99991","count.99992","count.99993","NUTS_ID"
1,23037620,925220,9059,2031,101980,262,275,45083,420,77,621,15,218301,1251,409,593,862,2,336568,4728,757,62937,1485,130,3029,4,21361,1029,52,2617,135,3,6803,122,13,34683,957,31,279,489542,9310,726,80972,3344,127,65245,802,108,509721,13594,859,263603,14955,503,6808,568,11,37136,151,60,5359,11,9,43427,57,52,241,38035,438,79,2514,14,21859,229,40,789,23,658,7,12283,68,40,36913,121,112,"EL43"
