"ID","count.0","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11211","count.11212","count.11213","count.11221","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12911","count.12912","count.12913","count.19111","count.19112","count.19211","count.19212","count.19213","count.19911","count.19912","count.19913","count.91111","count.91112","count.91113","count.91211","count.91212","count.91213","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92211","count.92212","count.92213","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99211","count.99212","count.99911","count.99912","count.99913","count.19113","count.31111","count.31112","count.31113","count.31211","count.31212","count.31213","count.31911","count.31912","NUTS_ID"
1,6325235,126944,86975,546,13164,304,30,295480,167864,1232,23,8226,3676,22,49669,36043,187,44066,29831,202,9628,5668,18,611,247,518,74,4,306,169,3,10486,6194,52,21554,9999,77,799,624,1,11509,3953,49,2532,779,11,2146,889,3,647,160,1,653,188,309,34,2,0,0,0,0,0,0,0,0,0,"ITI3"
2,12069690,570331,283454,2041,49354,11437,103,356821,154972,1269,0,10569,6193,29,396601,378485,1459,142647,74657,448,31691,26111,111,786,324,95,239,1,669,585,0,0,0,0,0,0,0,0,0,0,26324,35550,171,129,334,1,14988,3308,40,1481,588,11,0,1,214,131,0,1,20499,24685,91,12551,11838,53,1551,272,"ITH5"
3,33678,889,1432,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ITI1"
