"ID","count.0","count.19111","count.19112","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","count.99991","count.99992","count.255","count.11911","count.11912","count.11913","count.11921","count.11922","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.12991","count.19911","count.19912","count.19913","count.19921","count.19922","count.19991","count.19992","count.92911","count.92912","count.92913","count.92921","count.92922","count.92923","count.99921","count.99922","count.99993","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.19113","count.19311","count.19993","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","NUTS_ID"
1,681130,38,6,512,81,2,37149,22173,84,446,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NO08"
2,3545506,0,0,0,0,0,17956,10376,38,1243,320,5,1203,550,2,294,304,46359,19800,64,41126,6892,61,6,16542,5273,20,790,446,339,32,39259,9131,59,4920,241,9,317,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NO09"
3,6308838,14330,1195,3272,220,9,45025,4843,128,1199,76,1434,0,0,0,0,0,50436,6827,103,0,0,0,0,34978,1951,61,0,0,111,1,22300,1943,35,0,0,0,0,0,1,744113,104747,1106,16810,2010,30,14,11,1,51948,13863,94,3351,1243,1,"SE23"
