"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12131","count.12132","count.12133","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.12931","count.12932","count.12933","NUTS_ID"
1,85052765,911195,6571,2122,104664,1358,246,2830,34,5,8651191,279825,16855,3584445,429976,3565,349147,7393,811,135666,7064,241,152838,18060,165,"RO22"
2,280276,0,0,0,0,0,0,0,0,0,432,60,0,0,0,0,184,15,1,0,0,0,0,0,0,"RO21"
