"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.31111","count.31112","count.31113","count.31311","count.31312","count.31313","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","count.32911","count.32912","count.32913","count.39112","count.11913","count.19111","count.19112","count.19113","count.19911","count.19912","count.19913","count.39111","count.39113","count.39911","count.39912","count.92111","count.92112","count.92113","NUTS_ID"
1,5503591,72801,79162,224,15924,15721,63,328,14,416517,403140,1210,89830,77110,249,5160,2741,14,6681,8300,19,2414,3535,9,99523,122118,321,41349,26780,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FRG0"
2,2981692,0,0,0,0,0,0,0,0,22693,39321,124,202,1004,2,794,660,3,0,0,0,0,0,0,413190,379858,1323,39421,30123,104,3977,3872,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FRD1"
3,71060665,269618,239320,747,7117,5716,14,12168,7561,4741516,2710251,10171,705700,369434,1398,101350,55404,175,76204,67925,325,12105,10947,47,3934776,2908291,9714,846835,699158,2477,53222,32826,103,1308,15,3463,2369,12,764,430,3,1932,6,816,78,6787,4010,9,"FRH0"
