"ID","count.0","count.11111","count.11112","count.11113","count.11131","count.11132","count.11133","count.11311","count.11312","count.11313","count.11331","count.11332","count.11333","count.11911","count.11912","count.11913","count.11931","count.11932","count.11933","count.12111","count.12112","count.12113","count.12131","count.12132","count.12133","count.12311","count.12312","count.12313","count.12331","count.12332","count.12333","count.12911","count.12912","count.12913","count.12931","count.12932","count.12933","count.19131","count.91111","count.91112","count.91113","count.91911","count.91912","count.92131","count.92132","count.92133","count.92931","count.92932","count.92933","NUTS_ID"
1,54388174,426089,30293,585,924000,48354,973,737,111,1,5436,135,5,11551,739,10,12712,744,16,1609472,175967,2579,1828375,456624,3090,17834,1405,29,1237,190,6,18381,3638,34,92854,19439,178,142,2749,1362,27,257,48,5168,879,7,3769,46,4,"RO22"
