"ID","count.0","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","NUTS_ID"
1,55731842,2604604,42068,3224,730447,14646,1091,195652,2905,266,5128,37,6,5654,48,7,2134,2,2,"FI1C"
2,38511087,1307452,22411,1697,509029,8679,752,109596,1993,133,0,0,0,0,0,0,0,0,0,"FI1D"
