"ID","count.0","count.12911","count.12912","count.12913","count.11111","count.11112","count.11113","count.11311","count.11312","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","NUTS_ID"
1,108858,11128,94,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SE23"
2,28063407,291389,31919,239,96719,13214,106,413,45,1764,144,1,1408519,70843,1131,238415,21036,197,0,0,0,0,0,0,0,0,0,"SE12"
3,64282903,466803,52937,483,0,0,0,0,0,0,0,0,2782003,395619,3222,1399131,143654,1321,29621,3528,32,2967,229,4,60927,14964,60,"SE31"
