"ID","count.0","count.12111","count.12112","count.12113","count.12911","count.12912","count.12913","count.255","count.11911","count.11912","count.11913","count.19911","count.19912","count.19913","count.19991","count.19992","count.91911","count.91912","count.91913","count.92911","count.92912","count.92913","count.99911","count.99912","count.99913","count.99991","count.99993","NUTS_ID"
1,304826,11666,167,17,1181,64,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FI1D"
2,49066957,72022,3018,125,3864399,14036,6630,14328,17618309,87443,19391,190207,16613,257,208,1,1053900,20862,1602,172427,1343,366,218795,873,396,558,1,"NO07"
