"ID","count.0","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,92483837,4673112,89609,5672,2476405,29620,2697,233365,5254,429,"FI19"
